nonce,transaction_index,value,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,block_number,to_scam
0,231,2.99e+18,21000,13095238041.0,5064386,21000,4462353,0
3173915,195,1.99e+17,90000,20000000000.0,7603482,21000,4979994,0
218077,3,5e+19,45000,128000000000.0,84000,21000,5028693,0
281361,39,2.58e+17,30000,34840000000.0,1846989,21000,5120107,0
8,21,5e+16,21000,50000000000.0,650943,21000,4716123,0
0,14,2e+18,35000,6900000000.0,326937,30981,4386071,0
135765,181,1.19e+17,90000,29400000000.0,6704492,21000,5023312,0
249841,76,5.4e+16,90000,19800000000.0,2109739,21000,4464996,0
3599665,49,1.03e+17,50000,9100001337.0,1599064,21000,4379039,0
218544,127,2.16e+17,30000,93000000000.0,4078113,21000,4889979,0
4382353,10,5.09e+16,50000,1000000000.0,241005,21000,4835413,0
2,34,21380000000000.0,21000,26000000000.0,983570,21000,5070128,0
107323,9,3.15e+18,21000,61000000000.0,210000,21000,5121874,0
91,20,4.94e+18,60000,25000000000.0,816116,21000,4838227,0
161830,64,1.38e+16,130000,100000000000.0,7054601,21000,5335470,0
3791311,8,4.91e+16,50000,10000000001.0,189000,21000,4464496,0
120,0,9e+19,21000,113000000000.0,21000,21000,5345172,0
55991,102,1.45e+19,21000,1000000001.0,7130623,21000,5072413,0
69699,90,5.92e+16,121000,20609467870.0,6209790,21000,4370035,0
4,85,1.28e+19,21000,2500000000.0,3847102,21000,5344024,0
28876,72,4.91e+17,81000,51100000000.0,5839360,21000,4979332,0
29,15,1e+18,150000,65000000000.0,472992,21000,5059413,0
2,150,4.88e+19,21000,21000000000.0,7480407,21000,5000533,0
22,196,4e+18,100000,18000000000.0,7770205,21000,5012881,0
4398,9,1.55e+17,21000,11000000000.0,279325,21000,5118572,0
80340,3,1.4e+18,121000,100000000000.0,100155,21000,5223029,0
0,22,3.1e+18,21000,21000000000.0,983462,21000,4401295,0
0,2,3.85e+18,21000,50000000000.0,63000,21000,4834639,0
6023237,116,1.4e+16,50000,1000000000.0,2549956,21000,4996950,0
0,48,2.32e+16,90000,77000000000.0,1575979,21000,4899937,0
0,84,5e+16,21000,6000100000.0,3705956,21000,4457423,0
3902331,120,1.96e+18,121000,51000000000.0,4412273,21000,4842724,0
13,25,1.76e+18,21000,45000000000.0,731684,21000,5021286,0
2,191,0.0,175732,60000000000.0,6199150,22155,4872737,0
4534820,55,8.52e+16,150000,90000000000.0,1842395,21000,4984456,0
7,64,2.5e+18,21000,11000000000.0,2454718,21000,4442205,0
0,66,4.43e+16,90000,21000000000.0,2675979,21000,5000279,0
0,100,8.5e+17,21000,21000000000.0,4343633,21000,4377905,1
2907,25,0.0,81673,14000000000.0,925497,53610,6400938,1
276595,88,2.63e+19,90000,12000000002.0,3075617,21000,4465745,0
3627557,102,1.01e+18,50000,15870000000.0,2758931,21000,4391697,0
64,150,220000000000000.0,30000,11000000000.0,6385750,21000,5126502,0
110,143,1260000000000000.0,25200,29970147328.0,4918928,21000,5051482,0
3046,43,9e+19,25200,12718750000.0,1686245,21000,5335208,0
0,31,6.36e+17,35000,21200000000.0,2466737,30981,5036593,0
24830,0,4.99e+16,139513,63000000000.0,21000,21000,4421679,0
2,17,2.02e+18,21000,24000000000.0,615927,21000,5067613,0
0,35,1e+18,21000,3000000000.0,1155547,21000,5393959,1
3,73,5.5e+19,21000,12100000000.0,2961717,21000,8937901,1
23,28,1e+18,25200,44441788416.0,878373,21000,5222533,0
195,120,100000000000000.0,21000,200000000.0,5963376,21000,4465931,0
1124078,9,6.91e+17,200000,51900000000.0,451466,21000,5001301,0
1,192,6.91e+19,21000,40000000000.0,7443397,21000,4994129,0
20,107,0.0,65338,12000000000.0,4412356,53610,6425745,1
809801,2,9.5e+16,30000,105000000000.0,63000,21000,5206136,0
36,12,4e+18,25200,18161192960.0,838492,21000,5182978,0
116,3,2e+18,21000,128000000000.0,84000,21000,5039689,0
156827,59,5.9e+16,90000,35000000000.0,7391930,21000,4983492,0
191,105,21752.0,21000,1.0,3694062,21000,4404984,0
75,66,1e+16,120517,4000000000.0,7655124,79419,6396343,1
76545,27,1.78e+16,121000,9100001337.0,1124221,21000,4379036,0
63,28,2.5e+17,25200,33265670144.0,1180349,21000,5066827,0
1821,38,4.19e+17,35000,11500000000.0,1393950,30981,8690134,0
43,43,0.0,150034,21000000000.0,1645604,36961,5272482,0
1,27,879800000000000.0,21000,200000000.0,7771881,21000,5115250,0
1,77,75980000000000.0,21000,35000000001.0,2846111,21000,5022053,0
10,54,7.87e+17,21000,2000000000.0,2477171,21000,7568208,0
1558,24,0.0,47338,14000000000.0,1196733,38610,6405047,1
173968,43,4.78e+17,100000,98000000000.0,924000,21000,5009456,0
12,8,3.5e+18,200000,99000000000.0,311081,21000,5104746,0
23,100,1e+18,25200,25187500000.0,3769581,21000,5211476,0
0,75,1.36e+16,31500,8400000000.0,2728746,21000,4379313,0
249202,90,5.17e+16,90000,19800000000.0,2675166,21000,4464983,0
0,51,1.63e+17,21000,7000000000.0,1847436,21000,5308008,0
5796,94,1.5e+16,21000,24000000000.0,2777663,21000,5271470,0
26290,338,5864450000000000.0,21000,148500000000.0,7119000,21000,4994128,0
404,59,1.5e+16,135175,2000000000.0,3208235,90117,4981750,0
30,25,3e+18,40000,17000000000.0,553889,21000,4406504,0
2121,98,1.77e+17,35000,7500000000.0,5432054,30981,4462728,0
526258,112,6.33e+18,50000,18000000000.0,4910280,21000,5153702,0
43,96,0.0,81673,9000000000.0,4107487,53610,6401632,1
12,2,3e+18,25200,99999997952.0,97843,21000,4900954,0
56721,176,4.93e+17,90000,26000100000.0,6153054,21000,4457200,0
117,55,0.0,51283,11000000000.0,2597373,38610,6408440,1
203,179,0.0,51283,9000000000.0,6047368,38610,6400972,1
188,14,1e+17,25200,2000000000.0,2960854,21000,5470414,1
434220,21,9.95e+19,100000,91000000000.0,1242100,21000,5304192,0
258,23,8.99e+18,45000,51000000000.0,1097534,21000,4844374,0
4,53,5.1e+17,21000,1800000000.0,7440546,21000,6005849,1
2,38,1.21e+17,21000,41000000000.0,1192318,21000,5630133,0
257,159,2e+18,125000,60000000000.0,3689843,21000,4926886,1
0,225,5.14e+16,21000,21000000000.0,6480139,21000,5002327,0
7,48,1.12e+17,21000,87000000000.0,1353450,21000,5082675,1
5,22,0.0,150000,21000000000.0,901935,37115,4630703,0
2,113,1.08e+19,21000,20000000000.0,6844526,21000,4981736,0
1,32,4.01e+19,21000,162500000000.0,735840,21000,4858626,0
0,71,2.79e+16,21000,11342000000.0,3343706,21000,5167754,0
151,104,0.0,59173,8000000000.0,7467811,38610,6402933,1
0,3,6.53e+17,21000,21700000000.0,84000,21000,4455776,0
176864,65,8.02e+16,21000,150000000.0,3647165,21000,4418591,0
387,127,0.0,59173,8500000000.0,7933901,38610,6410418,1
2671,17,6400000000000000.0,21000,21780000000.0,641257,21000,4395550,0
196966,149,1.91e+19,100000,8100000000.0,5974116,21000,4464151,0
0,97,5.99e+16,90000,7000000000.0,3759819,21000,5133150,0
409266,97,1e+19,50000,30000000000.0,7591801,21000,4981614,0
24902,0,5.45e+17,139513,63000000000.0,21000,21000,4423218,0
75,7,5.06e+17,21000,41000000000.0,347820,21000,5631343,1
781189,90,1.35e+17,30000,105000000000.0,4468695,21000,5107816,0
1644,21,6.19e+18,21000,4000000001.0,831595,21000,4420893,0
191,2,5e+18,21000,27000000000.0,63000,21000,4410091,0
144146,2,9.92e+16,42000,72000000000.0,63000,21000,5047121,0
39611,51,1.84e+17,940000,17000000000.0,2801119,21000,5151107,0
0,9,4.6e+18,21000,80000000000.0,1246681,21000,5025118,0
389752,1,5e+18,100000,120000000000.0,42000,21000,5124969,0
13729201,104,1.01e+17,50000,15000000000.0,4345804,21000,8685568,0
4,26,651150000000000.0,21000,5250000000.0,1251362,21000,4461352,0
2,58,6.2e+16,21000,2000000001.0,4995453,21000,5113700,0
11,2,2.7e+17,100000,64000000000.0,101231,21000,5208163,0
181135,106,5e+18,21000,4515000000.0,3332598,21000,5105540,0
0,19,5e+18,21000,26400000000.0,1049220,21000,5044024,0
1,206,9e+16,31500,4000000000.0,7915471,21000,4926728,1
134,20,1.9e+18,21000,69930000007.0,662279,21000,5050453,0
959,25,0.0,600000,12000000000.0,1223065,38610,6427632,1
288,280,1.05e+18,25200,41593750000.0,7151679,21000,4902428,0
0,219,8.17e+17,42000,20000000000.0,6043410,21000,4979516,0
0,80,7.5e+17,21000,500000000.0,7277761,21000,5305445,0
26,55,1230000000000000.0,21000,11000000000.0,4173316,21000,5084788,0
0,71,1e+16,75000,10000000000.0,7232106,71413,6430746,1
482,19,0.0,59173,9000000000.0,7856385,38610,6408622,1
40373,0,9.97e+17,90000,130000000000.0,21000,21000,5257326,0
0,162,1.27e+17,90000,20000000000.0,6255930,21000,4984343,0
3909711,32,8.28e+17,121000,51000000000.0,1230491,21000,4843604,0
10774,160,111465000000000.0,21000,3000000001.0,5693566,21000,5134178,0
7,19,5.04e+16,21000,4000000001.0,800761,21000,5261171,0
7,4,3e+18,25200,99999997952.0,105000,21000,5140901,0
496594,57,2.06e+16,21000,50000000000.0,1540608,21000,5333177,1
1,88,4.95e+19,21000,20000000000.0,2897393,21000,4981970,0
81,91,0.0,81673,10000000000.0,3462256,53610,6400853,1
49,56,3e+17,21000,11200000000.0,2081750,21000,4419147,0
93,11,2e+17,35000,11902500000.0,484616,30981,8685649,0
26,66,2e+18,25200,35188056064.0,2526877,21000,4981574,0
1,48,54980000000000.0,21000,36000000000.0,1398607,21000,5022057,0
0,22,1.5e+18,35000,5300000000.0,925420,30981,5343232,0
60,127,1.19e+19,42000,20000000000.0,4809472,21000,4999003,0
52831,99,1.4e+18,90000,24000000000.0,4079919,33705,4432025,0
2,218,8.19e+19,21000,20000000000.0,6809134,21000,4982014,0
89,20,4.97e+16,35000,11500000000.0,588821,30981,8690947,0
273840,17,1.82e+18,30000,24000000000.0,512499,21000,5277085,0
69,80,0.0,53475,1000000000.0,3615778,35650,5436652,1
0,115,1e+18,42000,20000000000.0,3513499,21000,4978979,0
1,62,6.99e+18,21000,128000000000.0,1360126,21000,5035269,0
5022,28,2.6e+17,216666,24000000000.0,1114805,21000,5120623,0
217819,25,4.52e+17,30000,125000000000.0,584063,21000,4888054,0
5690,78,1.5e+16,21000,26000000000.0,2454514,21000,5223051,0
5,0,8.52e+18,21000,128000000000.0,21000,21000,4983419,0
2,31,1e+20,21000,90000000000.0,944483,21000,5341727,0
2,96,3.29e+18,21000,17000000000.0,2458350,21000,5126996,0
16,113,1e+18,25200,3382352896.0,4488910,21000,5310419,1
64,18,0.0,150286,21000000000.0,762401,37286,5259977,0
31,81,1.99e+18,35000,11500000000.0,3588631,30981,8688981,0
79424,1,9.05e+18,121000,100000000000.0,124937,21000,5205348,0
1,30,1.41e+16,21000,22226000000.0,999304,21000,5350527,0
1,17,1.13e+17,21000,41000000000.0,467496,21000,4982153,0
230534,255,5.86e+16,90000,9200000000.0,5669978,21000,4420133,0
18,0,2.21e+17,21000,61000000000.0,21000,21000,4374120,0
106210,12,7000000000000000.0,21000,61000000000.0,423274,21000,5117285,0
3,254,3.9e+17,25200,40031250000.0,7570133,21000,4903946,0
40,121,4.12e+17,21000,11342000000.0,3608717,21000,5166965,0
1712130,18,3.6e+18,21000,100000000000.0,606242,21000,4991831,0
1,137,2.87e+17,21000,20000000000.0,4630814,21000,4837460,0
0,86,1150000000000000.0,21000,10000000000.0,2808251,21000,5942615,1
1,71,1.01e+18,21000,128000000000.0,2731229,21000,5180968,0
1157,93,1.33e+19,160000,2010009999.0,3763680,21000,5060444,0
0,133,1.98e+18,21000,20000000000.0,5657998,21000,4984190,0
1149,96,0.0,58198,22000000000.0,2897413,37960,6399983,1
1,63,2.71e+17,21000,180000000.0,3143317,21000,4405052,0
382,89,1400000000000000.0,21000,16000000000.0,3306207,21000,5071919,0
395981,11,9.95e+17,30000,8400000000.0,299847,21000,4463643,0
1150378,2,1.27e+18,200000,51900000000.0,124323,21000,5084523,0
51490,122,81424200000000.0,21000,2200000000.0,6380112,21000,5263490,0
86605,70,1.54e+16,121000,5500000000.0,3784825,21000,4391954,0
809,29,1e+16,77777,15000000000.0,1176238,71413,6350582,1
5933228,11,1.38e+17,50000,1000000000.0,270563,21000,4984155,0
1,52,1e+19,21000,38000000000.0,1489012,21000,4788130,1
1,129,9.63e+19,21000,20000000000.0,3540254,21000,4979441,0
34089,1,2.99e+18,90000,130000000000.0,42000,21000,5131102,0
3,148,1.8e+20,21000,21000000000.0,4343268,21000,4996431,0
123072,5,2e+18,91000,54000000000.0,158973,21000,5337990,0
1758,96,7.02e+17,35000,10910625000.0,3344835,30981,8689353,0
51747,188,2.18e+18,21000,4000000001.0,6953156,21000,5047092,0
572304,66,4.18e+17,90000,78000000000.0,1948898,21000,4436613,0
176353,272,1304000000000000.0,90000,12000000000.0,6975571,21000,5340188,0
812415,79,1.2e+19,30000,105000000000.0,5890995,21000,5213781,0
1,284,7.02e+19,21000,20000000000.0,7672585,21000,4990806,0
250221,73,6.52e+16,21000,1500000001.0,4839687,21000,5180446,0
0,150,5000000000000000.0,21000,40000000000.0,4227130,21000,4892786,1
19,3,1.16e+18,21000,59000000000.0,244144,21000,5055837,0
0,59,1.43e+17,21000,35000000000.0,4549967,21000,5215063,0
85,5,8e+16,120517,8424000000.0,393410,79419,6392367,1
0,9,4.6e+16,21000,11342000000.0,337052,21000,5166720,0
102095,147,819000000000000.0,21000,9700000000.0,3613355,21000,5264515,0
619073,12,6e+18,50000,2500000000.0,1052283,21000,5339536,0
33,143,2.22e+17,90000,5000000001.0,4547689,21000,4456270,0
4597,6,2.78e+17,40000,3000000000.0,205968,21000,4397347,0
57,31,1158450000000000.0,21000,30000000000.0,921078,21000,4979528,0
72592,81,4.19e+18,50000,150000000.0,2529954,21000,4395815,0
1,22,75980000000000.0,21000,35000000001.0,628822,21000,5022051,0
2,139,4.22e+19,21000,20000000000.0,3884042,21000,4979540,0
442706,180,4e+19,100000,91000000000.0,6490148,21000,5335459,0
302,8,600000000000000.0,25200,11235291136.0,392998,21000,5342245,0
0,9,5e+18,35000,21200000000.0,589733,30981,5072605,0
1192720,115,1.4e+17,200000,51900000000.0,2813229,21000,5318602,0
7623,2,3.37e+17,60000,150000000000.0,63000,21000,4921644,0
0,44,1e+17,25200,13000000000.0,2832138,21000,4375844,0
0,9,4.63e+17,21000,128000000000.0,210000,21000,5033768,0
6,91,2.1e+17,89425,1000000000.0,4592732,42350,5436814,1
2,142,2.98e+18,21000,24000000000.0,3723867,21000,5049970,0
10,15,2.75e+18,21000,47000000000.0,445266,21000,5032497,0
0,93,8.6e+17,90000,21000000000.0,3926605,21000,5000281,0
58,2,2.02e+17,21000,90000000000.0,97843,21000,5300492,0
145,40,0.0,59173,7500000000.0,7187802,38610,6402420,1
1093237,179,8.36e+16,21000,55000000000.0,5781337,21000,4836431,0
86,22,0.0,59173,8500000000.0,6937368,24336,6411833,1
152,32,4.94e+16,21000,5500000001.0,1348899,21000,4456132,0
0,25,1.02e+20,21000,180000000.0,3956535,21000,4388425,0
57491,27,1.21e+17,90000,26000000000.0,1182193,21000,4461412,0
194172,24,2.99e+18,100000,4400000000.0,699835,21000,4441961,0
1,225,879800000000000.0,21000,200000000.0,7834676,21000,5114723,0
261690,116,4.75e+17,30000,26000000000.0,2757116,21000,5144099,0
1,200,9.34e+19,21000,20000000000.0,6655680,21000,4984031,0
409607,57,2.81e+18,50000,30000000000.0,4483178,21000,4981856,0
180,225,8000000000000000.0,25200,8781250000.0,7892697,21000,5124946,0
0,261,1.39e+17,250000,4000000000.0,6688745,44493,4839854,0
3,155,4.9e+17,42000,5000000000.0,4196265,21000,5453475,0
173955,4,2.26e+18,100000,98000000000.0,243330,21000,5009304,0
7408,27,3210000000000000.0,50000,14000000000.0,1306572,21000,4395598,0
29,1,2.72e+17,21000,110200000000.0,42000,21000,5317826,0
3772943,44,4.94e+16,50000,5000000001.0,2075903,21000,4456196,0
898001,133,8.39e+16,50000,500000000.0,2814000,21000,4980705,0
11,0,2.15e+17,21000,110200000000.0,21000,21000,5303418,0
5,11,2.62e+18,31000,51000000000.0,264380,21000,4840320,0
561492,89,4.5e+17,90000,78000000000.0,1908665,21000,4374617,0
1310,64,0.0,47338,14000000000.0,1872379,38610,6398218,1
9,65,1.4e+19,25200,40304480256.0,2741674,21000,5258861,0
1640,41,0.0,47338,10000000000.0,1556930,38610,6407369,1
109253,13,1e+16,21000,61000000000.0,695475,21000,5129077,0
0,130,5e+17,21000,5000000000.0,7884732,21000,5497521,1
0,100,3.58e+18,35000,21200000000.0,3904246,30981,5035568,0
0,68,1e+16,75000,10000000000.0,6670359,71413,6431124,1
3,0,1.59e+18,21000,111100000000.0,21000,21000,5264011,0
165792,27,2.81e+17,42000,24000000000.0,1904867,21000,5342014,0
3899491,119,4e+18,121000,51000000000.0,3834857,21000,4842378,0
0,32,1.08e+17,90000,24000000000.0,980647,21000,5061975,0
2,135,3.94e+19,21000,20000000000.0,7961532,21000,4983724,0
585,11,6.51e+17,35000,4000000001.0,435675,30981,4418496,0
21165,17,341962000000000.0,90000,6700535296.0,753531,21000,4437368,0
283,50,1e+16,110275,9000000000.0,5945069,72604,6399317,1
0,90,2.01e+17,21000,4010000000.0,6315099,21000,5167984,0
6,129,2.2e+17,21000,4000000000.0,4478722,21000,5810336,1
0,0,1.32e+18,25200,99556712448.0,21000,21000,5970752,1
183544,14,1.4e+18,100000,98000000000.0,622268,21000,5181484,0
120,2,2.57e+17,35000,10500000000.0,92824,30981,4403399,0
1,28,5.27e+17,21000,10600000000.0,1538649,21000,5165686,0
2,140,0.0,81673,8500000000.0,4554481,53610,6402925,1
98476,13,5e+18,91000,54000000000.0,1883519,21000,5064540,0
266,54,1250000000000000.0,25200,11125000000.0,2608696,21000,5154189,0
4,36,89500000000000.0,100000,12000000000.0,5844830,21000,5939083,1
751111,4,4.5e+16,30000,105000000000.0,105000,21000,5035548,0
22,8,1.77e+19,21000,70000000000.0,268457,21000,5125972,0
1,179,720000000000.0,21000,30000000001.0,4406268,21000,5034017,0
152353,34,1.59e+18,90000,7000000000.0,1265921,21000,5335723,0
197,73,0.0,81673,4500000000.0,3101674,53610,6384065,1
900645,112,1.4e+17,50000,500000000.0,7216519,21000,4980795,0
0,209,4.56e+17,90000,20000000000.0,5360419,21000,4983141,0
3,22,1.99e+17,21000,24010000000.0,796125,21000,5334934,0
1176678,6,1.25e+19,200000,51900000000.0,410221,21000,5205624,0
7,66,2100000000000000.0,21000,17000000000.0,2291914,21000,5127023,0
241,25,0.0,59173,15000000000.0,1102314,38610,6404424,1
4437911,57,4.94e+17,150000,90000000000.0,1875754,21000,4947324,0
761489,24,2.84e+17,30000,105000000000.0,665695,21000,5052522,0
10,35,6e+16,21000,41000000000.0,1238836,21000,5550117,1
0,130,3.88e+17,21000,24000000000.0,4621060,21000,5036644,0
375,146,0.0,63304,10000000000.0,4410125,41364,6399959,1
6655,131,1.59e+17,940000,6000100000.0,4027901,21000,4457310,0
0,19,2.1e+18,100000,24000000000.0,907517,21000,5123437,0
6,146,2e+18,42000,20000000000.0,6074374,21000,4836432,0
590,207,2.5e+19,250000,4000000000.0,7437833,29493,4841372,0
10215,95,800000000000000.0,200000,16000000000.0,3836692,21000,4422465,0
2239,16,5.03e+17,21000,20900000000.0,479645,21000,4381186,0
23141,46,2e+17,90000,39000000000.0,1574804,21000,5340827,0
360,70,0.0,81673,9250000000.0,4355266,53610,6409679,1
0,44,1.58e+17,21000,14000000000.0,1639357,21000,5207146,0
2,59,1e+20,21000,20000000000.0,2043867,21000,4837202,0
29648,44,1.3e+17,940000,20000000000.0,2486089,21000,4991314,0
3,87,7206420000000000.0,21000,16000000000.0,3461840,21000,5207412,0
129,114,0.0,59173,7800000000.0,7974193,38610,6399092,1
47,3,9.98e+17,21000,113000000000.0,84000,21000,5298584,0
152,47,0.0,47338,15000000000.0,1351520,38610,6406615,1
3,26,7e+17,21000,24000000000.0,1027749,21000,5236919,0
2,91,9.19e+16,21000,1000000000.0,7560042,21000,4981392,0
143361,151,1.6e+17,90000,70000000000.0,5701303,21000,5129054,0
296,25,0.0,59173,10000000000.0,1393729,38610,6406906,1
16413,100,2000000000000000.0,940000,6000100000.0,3745105,21000,4457550,0
107756,33,3.74e+17,121000,150000000.0,4284385,21000,4423457,0
55,33,5e+17,21000,21000000000.0,4184719,21000,6018086,0
5,74,5.01e+16,21000,2000000001.0,7732213,21000,5155994,0
3,20,1e+18,100000,18000000000.0,540005,21000,5926315,1
2,12,1.01e+18,21000,10051800000.0,351331,21000,4384003,0
1,145,9.06e+19,21000,82812500000.0,3389363,21000,4857444,0
233,6,2000000000000000.0,25200,13500000000.0,448271,21000,5245071,0
1598,8,1e+17,1000000,60000000000.0,189000,21000,5250702,0
606,40,5.83e+16,35000,11500000000.0,1151353,30981,8685613,0
118131,31,1.75e+18,50000,33000000000.0,857233,21000,5043528,0
249457,178,1.25e+17,90000,19800000000.0,4578120,21000,4464987,0
130035,94,3.21e+16,50000,15951520000.0,4442739,21000,5138941,0
99181,35,7.47e+17,50000,10000000000.0,1324508,21000,5530626,1
63247,55,6.01e+16,99000,27000000000.0,5176136,21000,5114761,0
38442,38,5.93e+17,90000,2400000000.0,1562217,21000,5285758,0
5,113,4.13e+16,21000,18523827075.0,3719979,21000,5071648,0
118892,1,5.42e+17,171717,82000000000.0,42000,21000,5926191,1
0,232,8e+18,125000,41000000000.0,5973106,21000,4928536,1
33,18,0.0,59173,5000000000.0,1304496,38610,6396860,1
246904,212,5.14e+16,90000,5250000000.0,5002029,21000,4463183,0
272,21,0.0,47338,10000000000.0,2393218,38610,6402414,1
0,94,4.37e+17,21000,500000000.0,7220366,21000,5300040,0
1182580,11,4.94e+17,200000,51900000000.0,252000,21000,5245331,0
48421,182,3.38e+17,21000,10000000001.0,6438923,21000,5026151,0
0,84,1.39e+17,21000,21000000000.0,2539522,21000,5001046,0
1158641,10,5.85e+18,200000,51900000000.0,231051,21000,5119589,0
13,55,0.0,60000,41000000000.0,1863500,53610,6401948,1
1,136,1555260000000000.0,21000,12000000000.0,4541052,21000,4991832,0
1,14,46670600000000.0,21000,41000000000.0,727520,21000,5001813,0
0,43,1.1e+19,21000,30000000000.0,1572829,21000,4982290,0
7,51,1.03e+18,21000,50000000000.0,1612457,21000,4994895,0
1,184,2e+18,35000,21200000000.0,5368491,30981,5036025,0
62159,45,7.71e+18,21000,11000000000.0,2721621,21000,4370569,0
0,33,1.05e+17,21000,87000000000.0,846191,21000,5082525,1
47,7,0.0,150950,21000000000.0,253032,21765,5279214,0
121,132,0.0,63304,20000000000.0,3905172,41364,6399959,1
1,286,1826000000000000.0,21000,21000000000.0,7567813,21000,4833110,0
72189,24,3.23e+18,50000,8400000000.0,581869,21000,4389972,0
395691,43,2.22e+17,30000,8400000000.0,942563,21000,4462622,0
49,1,1.9e+18,421000,99000000000.0,43314,21000,5226628,0
0,7,2.25e+17,21000,21000000000.0,662924,21000,4390907,1
572042,83,4.84e+17,90000,78000000000.0,3797224,21000,4436600,0
1,100,8270000000000000.0,21000,40000000000.0,3763327,21000,4839275,1
514353,159,7.6e+16,90000,2200000000.0,6563233,21000,5104253,0
93,50,900000000000000.0,25200,14840000000.0,1570987,21000,5120106,0
1,50,1.4e+16,21000,24000000000.0,2005857,21000,5317020,0
897198,83,5.8e+16,50000,500000000.0,1801024,21000,4980699,0
19715,51,2.19e+17,90000,38000000000.0,1461867,21000,5328863,0
605,147,0.0,59173,8000000000.0,7876699,38610,6395268,1
52,132,2e+18,100000,72000000000.0,7822600,47396,5011647,0
2,105,1.62e+19,21000,21000000000.0,5964888,21000,5002331,0
26345,19,2.45e+17,90000,180609000000.0,530320,21000,4381739,0
0,155,1e+18,21000,5000000000.0,5034509,21000,5250110,1
151360,62,5.6e+16,42000,18000000000.0,1941600,21000,5123412,0
47,151,40000000000000.0,21000,12000000000.0,3717426,21000,5264255,0
264282,0,3e+18,45000,117000000000.0,21000,21000,5180452,0
1,146,9.22e+19,21000,20000000000.0,4423220,21000,4979516,0
2,59,4.96e+16,21000,21000000000.0,2086955,21000,4983536,0
78262,27,2e+18,21000,19000000000.0,1206041,21000,5280139,0
87,45,1.2e+17,25200,22875000000.0,1056677,21000,5263763,0
0,38,4.62e+17,21000,12000000000.0,1044182,21000,5261934,0
789771,2,4.9e+17,30000,105000000000.0,63000,21000,5132145,0
2783314,227,1.49e+17,90000,21000000000.0,6288078,21000,4833873,0
487327,59,0.0,90000,15000000000.0,7819967,24719,7403882,1
0,178,1.02e+18,90000,20000000000.0,5442200,21000,4978971,0
2,11,9.61e+17,21000,4400000000.0,252000,21000,4381713,0
8,60,3.96e+16,21000,23000000000.0,2170070,21000,5747400,1
796592,15,2.61e+19,30000,105000000000.0,336000,21000,5159115,0
49,192,3e+18,25200,11125000000.0,6457679,21000,5071138,0
2,82,5.4e+17,250600,21000000000.0,3174677,21000,4377892,1
91,5,5.75e+16,21000,111000000000.0,126000,21000,5276552,0
12,27,2e+17,100000,57000000000.0,1240498,99544,5011656,0
1,82,0.0,37091,2000000000.0,2762074,22091,5498478,0
0,53,2.16e+16,90000,40000000000.0,1758858,21000,4711924,1
3888940,84,2.72e+17,121000,51000000000.0,4467655,21000,4840814,0
46,62,1e+17,35000,4000000001.0,2798149,30981,4396067,0
382,79,0.0,81673,11000000000.0,2922131,53610,6431746,1
20,54,2e+18,25200,17253730304.0,2298292,21000,5336454,0
0,201,6.76e+16,90000,10000000000.0,6549383,21000,5130077,1
0,50,1.78e+17,90000,20000000000.0,2153184,21000,4997722,0
5082001,40,1.21e+17,50000,1000000000.0,953611,21000,4835919,0
0,135,9.1e+17,21000,1300000000.0,7499293,21000,5070625,0
1,8,2.05e+18,23000,6000000001.0,189000,21000,4395353,0
37,196,4e+18,21000,3020000000.0,7712568,21000,6302348,0
12,56,457090000000000.0,21000,16678772412.0,1887874,21000,5265778,0
7,111,1222000000000000.0,21000,20000000000.0,4004496,21000,4980237,0
63863,80,1.99e+18,21000,8800000000.0,2426576,21000,4396114,0
59,104,4e+18,100000,1100000000.0,5886975,21000,6082800,0
177025,99,1.46e+17,90000,43000000000.0,6960823,21000,5139892,0
9241,57,1e+19,121000,134000000000.0,1255024,21000,5184281,0
5920933,55,1e+17,50000,1000000000.0,1231638,21000,4981811,0
278656,0,1.1e+19,45000,116000000000.0,21000,21000,5223815,0
3778997,159,6.62e+17,50000,16000000000.0,5463700,21000,4458911,0
549,92,3.2e+19,25200,14000000000.0,3435047,21000,5070594,0
52,5,1.37e+18,21000,61000000000.0,126000,21000,4375819,0
6037045,2,1e+16,50000,1000000000.0,63000,21000,4999508,0
1245,44,2.14e+18,1000000,60000000000.0,1140154,21000,5181236,0
373115,67,7.3e+18,30000,8400000000.0,4276555,21000,4376953,0
0,67,5.21e+17,42000,20000000000.0,2357608,21000,4980303,0
1663,239,6.78e+17,35000,13800000000.0,9182537,30981,8688110,0
43,91,5.1e+18,25200,9200000000.0,4887474,21000,4419619,0
907226,225,8.69e+16,50000,500000000.0,4746102,21000,4981015,0
123073,1,1000000000000000.0,91000,54000000000.0,42000,21000,5337995,0
938485,159,1.69e+17,50000,500000000.0,6350368,21000,4992595,0
39,16,2.77e+16,21000,41000000000.0,403462,21000,5827258,0
558,8,0.0,42203,50000000000.0,313023,41364,6399968,1
9945,115,3210000000000000.0,50000,18000000000.0,6298056,21000,4436075,0
0,190,7.96e+17,21000,500000000.0,5740350,21000,5303091,0
117,2,1.41e+17,21000,61000000000.0,135242,21000,4370296,0
4534235,13,9.4e+16,150000,90000000000.0,608097,21000,4984231,0
3910260,53,2e+17,121000,51000000000.0,2009171,21000,4843672,0
