nonce,transaction_index,value,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,block_number,to_scam
379496,82,1.45e+18,30000,5250000000.0,6325859,21000,4397136,0
0,104,1.43e+18,21000,20000000000.0,5637741,21000,4998236,0
1,8,1.9e+16,21000,24000000000.0,408214,21000,5333876,0
0,87,1.51e+16,21000,157969000000.0,3647513,21000,4858848,0
342428,118,5.04e+17,90000,6000000000.0,6787561,21000,5124451,0
3616864,39,1e+18,50000,9100001337.0,2719931,21000,4386822,0
562807,88,1.98e+17,90000,78000000000.0,1900260,21000,4380532,0
0,19,9.99e+18,42000,5979427794.0,973678,21000,5345683,0
2,116,1763800000000000.0,21000,200000000.0,7858503,21000,5114974,0
1,47,3000000000000000.0,25200,17035713536.0,1364930,21000,5163391,0
144751,193,3.06e+17,90000,37910447104.0,6674797,21000,4927485,0
36797,3,1.36e+18,43690,70000000000.0,185720,21000,5340427,0
3,64,6.82e+17,21000,500000000.0,7658909,21000,5304935,0
4900275,105,2e+17,50000,1000000000.0,2412830,21000,4994897,0
0,22,7.73e+17,21000,19000000000.0,758619,21000,4396814,0
5,31,1.3e+19,35000,21200000000.0,1016076,30981,5036436,0
21,0,9.99e+16,21000,61000000000.0,21000,21000,4371993,0
239,87,0.0,47338,10000000000.0,6809433,38610,6397685,1
0,73,1e+18,21000,11342000000.0,4853706,21000,5167223,0
3204812,130,1.84e+17,90000,20000000000.0,3023071,21000,4992087,0
0,34,1.25e+17,21000,9600000000.0,2072487,21000,4440638,0
2162,62,6.19e+16,90000,4125000000.0,2067601,21000,4381709,0
109,138,2.13e+20,25200,65534324736.0,3926549,21000,4900683,0
31229,31,5e+18,150000,45000000000.0,1018366,21000,4375189,0
130,124,2.5e+17,250000,24000000000.0,4154933,21000,5084527,0
54,70,2.74e+17,41000,4800000000.0,3484791,21000,5227125,0
3,159,1e+18,21000,33800000000.0,4568935,21000,4763505,1
0,6,6.31e+17,21000,128000000000.0,460999,21000,5105025,0
0,79,1.29e+18,35000,7500000000.0,3597059,30981,4462731,0
225444,10,5.35e+17,21000,100000000000.0,310497,21000,4996694,0
0,28,6.22e+16,21000,22200000000.0,843384,21000,5312376,0
192400,105,5e+18,21000,6100000000.0,3113046,21000,4455222,0
16160,107,1e+18,90000,38100000000.0,2615970,21000,5311604,0
43,173,0.0,81673,8500000000.0,7918107,53610,6379638,1
442457,63,1.07e+17,100000,91000000000.0,1372568,21000,5334673,0
0,30,1.8e+18,21000,26000000000.0,805529,21000,5081947,0
3669134,234,1.01e+18,50000,6000000001.0,6506661,21000,4410410,0
291550,5,3.91e+18,45000,110100000000.0,126000,21000,5282181,0
59,39,0.0,47338,11000000000.0,1179607,38610,6399181,1
8,4,1e+18,60000,60000000000.0,122480,21000,5331313,0
2,253,9360000000000000.0,21000,1000000000.0,6966683,21000,5036047,1
74211,146,1.27e+19,90000,85000000000.0,4758148,21000,4899679,0
1,132,6826100000000000.0,21000,4000000001.0,5240259,21000,5131110,0
0,90,1.04e+17,35000,10600000000.0,4146389,30981,5183996,0
3791827,48,1e+18,50000,16700000000.0,1417344,21000,4464689,0
6,172,1.19e+18,21000,25000000000.0,7024633,21000,4856984,0
191615,68,5968000000000000.0,90000,45000000000.0,7427239,21000,5182980,0
204,28,1.28e+17,21000,40000000000.0,860759,21000,4979885,0
261,99,1.34e+19,135546,51000000000.0,2993667,34470,4842222,0
18,143,1e+18,25200,3659701504.0,5484891,21000,5338490,0
171480,4,1.05e+18,90000,45000000000.0,182931,21000,5122381,0
6744,18,2.01e+18,60000,150000000000.0,461158,21000,4905747,0
3156,105,44226800000000.0,21000,1110000001.0,7993106,21000,5085286,0
1,7,5.55e+17,21000,60000000000.0,252853,21000,5224824,0
101,3,1e+19,250600,50000000000.0,2325449,21000,4384054,1
1,93,8270000000000000.0,21000,40000000000.0,2727224,21000,4786179,1
1584,32,2.96e+18,21000,23000000000.0,1243190,21000,4439168,0
1,50,9.2e+17,90000,4800000000.0,3280230,21000,5314698,0
34,17,1.26e+17,21000,61000000000.0,488799,21000,4370350,0
0,41,6.16e+16,21000,23000000000.0,952143,21000,5823966,1
75239,101,1e+18,90000,101000000000.0,2783705,21000,4900159,0
238,305,1.14e+19,25200,11937500000.0,7349064,21000,5263771,0
2,188,7.32e+19,21000,20000000000.0,5499640,21000,4982944,0
0,60,1.57e+19,21000,10000000000.0,2054629,21000,4995158,0
64,87,3.3e+19,25200,59080593408.0,2164295,21000,4902037,0
5573,137,1.35e+17,90000,39000000000.0,6667890,21000,5276306,0
109000,93,2e+18,21000,61000000000.0,3776951,21000,5128290,0
1,78,8.51e+19,21000,17000000000.0,1806222,21000,5150866,0
0,45,2.96e+17,21000,11342000000.0,2571244,21000,5166726,0
8117,58,1.34e+17,90000,20000000000.0,2732658,21000,4984701,0
248925,190,5.12e+16,90000,19800000000.0,5094275,21000,4464976,0
0,30,2.11e+17,90000,20000000000.0,951732,21000,4462671,1
0,19,2.76e+17,21000,40000000000.0,786572,21000,4836432,0
12509,13,1.17e+17,50000,16300000000.0,341378,21000,4461850,0
0,301,1.1e+18,42000,20000000000.0,7448487,21000,4978834,0
0,14,5.58e+16,21000,90000000000.0,634716,21000,4980224,0
0,81,7.14e+16,90000,20000000000.0,2598150,21000,4983388,0
0,94,1.24e+18,35000,12720000000.0,2880796,30981,5071394,0
3772960,45,5.17e+16,50000,5000000001.0,2425240,21000,4456198,0
57,7,5e+18,25200,87687500000.0,293420,21000,5081465,0
70,39,1e+18,25200,8764704768.0,1525693,21000,5277590,0
0,51,6.34e+17,42000,20000000000.0,1957310,21000,4979954,0
4,27,6.35e+17,42000,36000000000.0,1248305,21000,4996433,0
107,34,1.68e+19,45000,51000000000.0,1695848,21000,4846667,0
21,11,0.0,250000,24000000000.0,420663,46075,5051121,0
4018,171,1.1e+21,35000,21200000000.0,4425954,30981,5035848,0
10,42,4.95e+16,25200,19750000000.0,2140330,21000,5309558,0
0,72,1.43e+17,90000,20000000000.0,2408542,21000,4979388,0
1205,155,0.0,47338,11000000000.0,5334193,38610,6397153,1
703,18,3.76e+18,150000,61000000000.0,632630,21000,5129324,0
2,23,7.65e+16,21000,60000000000.0,786592,21000,4909715,1
1,5,2.6e+19,21000,61000000000.0,193327,21000,5165950,0
51,151,4e+17,21000,5000000001.0,5805337,21000,4456311,0
21,9,5e+17,250000,50000000000.0,401028,21000,4990800,0
1,72,1373220000000000.0,90000,609467870.0,6091692,21000,4372252,0
3883771,16,9.98e+17,121000,51000000000.0,609319,21000,4839952,0
324,54,0.0,59173,10500000000.0,2191968,38610,6396924,1
1804678,225,1.52e+17,90000,270000000.0,6259185,21000,4393746,0
96,42,1e+16,25200,9562500000.0,2100600,21000,5122654,0
0,102,2.14e+16,21000,16000000000.0,3541718,21000,5161884,0
167,45,2e+17,250000,10000000000.0,1413344,21000,4981401,0
77,117,36752.0,21000,1.0,6718048,21000,4372234,0
29,122,1.8e+19,25200,71988060160.0,3363110,21000,4902264,0
43363,0,3.99e+18,90000,70000000000.0,21000,21000,4436034,0
15,107,2.46e+17,100000,8000000001.0,4212486,21000,4465735,0
58191,200,9.41e+16,21000,2000000001.0,7930093,21000,5084540,0
412041,139,3210000000000000.0,50000,30000000000.0,5248371,21000,4983597,0
1,106,8e+18,21000,20000000000.0,2967908,21000,4835414,0
22,1,5e+17,25200,55373131776.0,42000,21000,5123668,0
1674,73,6.35e+17,940000,5500000000.0,3708251,21000,4392458,0
10024,0,1.12e+18,90000,280609000000.0,21000,21000,4899397,0
28,263,3e+16,21000,7000000000.0,6969373,21000,5309827,0
16,6,2.23e+17,21000,24000000000.0,301262,21000,4418936,0
1135,63,0.0,65338,15000000000.0,2327502,53610,6393783,1
751798,5,1.67e+17,30000,105000000000.0,126000,21000,5036394,0
1,103,879800000000000.0,21000,200000000.0,7436827,21000,5317287,0
1,87,5.25e+17,42000,5300000000.0,3111109,21000,5306233,0
0,180,2.01e+17,90000,77000000000.0,5298112,21000,4899976,0
3585858,130,4.9e+16,50000,13218630469.0,4760833,21000,4372489,0
768032,3,9.1e+18,30000,105000000000.0,236643,21000,5070597,0
3,8,1000000000000000.0,25200,2676469248.0,517362,21000,4398113,0
5997944,242,5.26e+16,50000,1000000000.0,5381148,21000,4994388,0
104453,61,9.3e+18,21000,61000000000.0,2574403,21000,5109610,0
3611853,17,3.29e+17,50000,17000000000.0,761355,21000,4384594,0
0,14,1.1e+18,45000,51000000000.0,565357,21000,4844814,0
1,240,7.55e+19,21000,20000000000.0,7066646,21000,4836692,0
161,69,0.0,53475,1000000000.0,7962424,35650,5436731,1
0,78,1e+17,22800,20000000000.0,2865714,21000,5059743,0
95,46,1.52e+17,21000,14000000000.0,1981689,21000,5272238,0
0,31,2e+17,25200,5000000001.0,1091044,21000,4456151,0
0,60,3.3e+17,21000,4000000000.0,3948351,21000,5373937,1
0,11,5.89e+16,21000,51000000000.0,574847,21000,4840414,0
10579,20,2.29e+17,50000,14000000000.0,740026,21000,4441908,0
76,38,3.67e+16,21000,7000000000.0,1578689,21000,5268906,0
1085,5,1.17e+20,21000,90000000000.0,142939,21000,5237150,0
97,80,1.85e+18,50000,2880000000.0,3700843,32929,4432111,0
0,16,1.53e+17,21000,24000000000.0,590736,21000,5345939,0
2,135,2.3e+19,21000,150000000.0,6689441,21000,4392252,0
152,105,0.0,59173,8600000000.0,6532617,38610,6406064,1
14,33,5.5e+17,21000,4000000001.0,723981,21000,4390196,0
12,117,0.0,200000,32000000000.0,3129155,103638,6644134,0
183438,159,7.68e+17,90000,133200000000.0,4886646,21000,4903995,0
24822,1,1.58e+18,139513,63000000000.0,44028,21000,4421485,0
1107,63,1.67e+16,21000,1200000000.0,2107461,21000,4461376,0
196,55,2.2e+18,108891,9000000000.0,5727466,56659,6393420,1
70,50,4.64e+16,25200,4906250000.0,2263373,21000,5312105,0
0,44,1e+16,75000,10000000000.0,4514689,71413,6430858,1
3790587,101,1e+18,50000,8100000000.0,4495770,21000,4464176,0
0,20,6e+17,21000,27000000000.0,656513,21000,5132632,0
402,2,5e+18,25200,100000000000.0,63000,21000,5265027,0
5,46,2.52e+16,21000,40000000000.0,1715140,21000,4733943,1
2,51,3.74e+18,21000,36000000000.0,1394103,21000,4995921,0
42,5,3e+18,21000,99000000000.0,126000,21000,5123434,0
2,179,9.21e+19,21000,21000000000.0,6813044,21000,5001048,0
54875,90,9.9e+17,21000,2200000001.0,5362600,21000,5065296,0
67149,21,2.6e+17,90000,54000000000.0,556841,21000,4929168,0
4863452,70,2.15e+17,50000,1000000000.0,6995960,21000,4983731,0
0,28,1e+16,75000,10000000000.0,1246345,71413,6430656,1
0,59,1.76e+18,35000,21200000000.0,2020480,30981,5036719,0
9,207,8e+17,21000,2000000000.0,7995020,21000,4983876,0
786969,13,2.98e+17,30000,105000000000.0,312512,21000,5125487,0
0,220,1.9e+17,21000,20000000000.0,5285990,21000,4837458,0
49,43,3e+18,120517,6000000000.0,2638066,79419,6391317,1
0,90,1e+16,75000,10000000000.0,4370490,71413,6431295,1
275179,0,9.43e+17,45000,128000000000.0,21000,21000,5212759,0
2,14,3.76e+17,135546,51000000000.0,714810,34470,4842240,0
1196453,1,6.02e+19,200000,51900000000.0,46200,21000,5345061,0
141,92,0.0,53475,1000000000.0,7825073,35650,5436712,1
577,24,735000000000000.0,21000,35000000000.0,851756,21000,5338776,0
17219,53,1.24e+17,90000,36300000000.0,2140133,21000,5317041,0
9067,2,6e+16,150000,61000000000.0,134794,21000,5036915,0
659244,7,8.17e+18,30000,117660000000.0,214111,21000,4888838,0
2823,56,1.25e+18,105000,7000000000.0,2827682,21000,5247614,0
256349,3,2.38e+18,45000,116000000000.0,84000,21000,5154471,0
0,14,1.99e+18,21000,12000000000.0,623595,21000,5305987,0
286,72,5e+17,110275,13000000000.0,3732248,72604,6399033,1
0,20,1.99e+18,21000,21000000000.0,830009,21000,4378213,1
0,158,8.95e+16,90000,20000000000.0,4138853,21000,4837202,0
17,32,1.59e+19,25200,57707458560.0,1066496,21000,4900766,0
74,8,0.0,81673,29000000000.0,317089,53610,6398306,1
3046949,117,5.03e+16,90000,20000000000.0,5993839,21000,4999258,0
0,95,1.07e+18,21000,10600000000.0,3602387,21000,5166460,0
2,116,6.24e+16,35000,21200000000.0,3600720,30981,5035856,0
15,156,2860000000000000.0,21000,20000000000.0,4811818,21000,4980172,0
76,77,6e+18,25200,52077608960.0,2182504,21000,4926702,0
15636,66,4e+18,90000,5500000000.0,3434812,21000,4391810,0
4374,67,1110810000000000.0,21000,30000000000.0,2351893,21000,4996437,0
342,29,2e+18,21000,24000000000.0,902073,21000,5341473,0
41,83,0.0,81673,8500000000.0,4174069,53610,6389514,1
17,15,2e+18,22000,21500000000.0,1274089,21000,4441964,0
14267,173,1e+17,90000,39000000000.0,5740673,21000,5305197,0
62124,53,1e+18,150000,7500000000.0,3315770,21000,5258899,0
74949,63,9.8e+17,42000,2400000000.0,2147409,21000,5315178,0
106,18,0.0,53475,1000000000.0,2361100,35650,5436686,1
1,70,9.99e+17,21000,24000000000.0,2717942,21000,5049486,0
81681,209,1.08e+16,121000,500000000.0,4950586,21000,4385871,0
0,32,7.99e+17,21000,42000000000.0,1223180,21000,5041733,0
1,143,122070000000000.0,21000,1.0,4249950,21000,4392790,0
92,0,2.28e+17,31500,120000000000.0,21000,21000,4377770,0
13,86,5e+17,21000,3000000000.0,3749941,21000,5060104,1
476,46,1e+18,25200,43289550848.0,2089028,21000,5026151,0
3886002,16,4.97e+18,121000,51000000000.0,404006,21000,4840355,0
1,37,5000000000000000.0,22800,10000000001.0,1117027,21000,5073677,0
33,104,0.0,56476,60000000000.0,4664782,37476,4902242,0
0,118,6.41e+17,21000,3400000000.0,5197351,21000,4457227,0
0,9,7.72e+16,21000,63000000000.0,210000,21000,4390514,0
0,131,1500000000000000.0,21000,100000000.0,6676288,21000,4442135,0
247691,29,2.01e+18,200000,30600000000.0,1158550,21000,5165946,0
11,22,1.98e+17,90000,102600000000.0,611420,21004,4931157,0
20,46,2.05e+17,35000,10600000000.0,2064287,30981,5180530,0
303,171,1.97e+19,21000,20000000001.0,5711857,21000,5036331,0
266,25,0.0,49333,4000000000.0,7132982,30667,6317806,1
1,108,6.69e+19,21000,20000000000.0,3811667,21000,4837460,0
6353,160,1.59e+17,940000,6000100000.0,4378763,21000,4457230,0
89351,24,2e+17,21000,61000000000.0,1026036,21000,5045551,0
0,2,2.26e+18,21000,128000000000.0,63000,21000,5181204,0
89565,97,1.81e+17,50000,13000000000.0,3027949,21000,4375772,0
144768,148,1.09e+18,90000,37910447104.0,3741571,21000,4927507,0
181295,199,3.59e+18,90000,96000000000.0,6398137,21000,4902717,0
28,130,6e+16,210000,8000000000.0,5999068,63653,6397904,1
58916,220,6.54e+16,50000,16000000000.0,7495975,21000,5124710,0
42546,0,1.13e+19,90000,130000000000.0,21000,21000,5311623,0
283945,0,2.98e+17,100000,91000000000.0,21000,21000,4834390,0
1533,107,0.0,47338,11000000000.0,4562572,38610,6403837,1
0,165,6.12e+17,21000,9900000000.0,5781473,21000,5183798,0
14,39,1e+18,85000,9000000000.0,1402942,63653,6396442,1
2,61,3.08e+19,21000,6000000000.0,3394642,21000,5144174,0
7,114,1.32e+18,21000,19137612688.0,3634784,21000,5143262,0
12507,105,1.41e+17,90000,38000000000.0,3231192,21000,5298998,0
1,192,2e+18,25200,43937500000.0,4663184,21000,4899607,0
0,56,2.34e+19,42000,21000000000.0,1696655,21000,4833622,0
219425,26,8975300000000000.0,30000,131000000000.0,867672,21000,4892419,0
247835,47,1.7e+18,21000,100000000000.0,1025145,21000,5001563,0
5389,175,1.55e+19,21000,5500000000.0,4435250,21000,5263252,0
4,100,900000000000000.0,25200,8781250000.0,4666546,21000,5120616,0
454786,83,5.4e+17,21000,50000000000.0,2072151,21000,5301867,1
2,137,2.23e+19,21000,20000000000.0,5077303,21000,4836178,0
2,71,1.24e+17,21000,150000000.0,4910293,21000,4421923,0
66235,8,6.65e+18,21000,4400000000.0,200035,21000,4439359,0
1,159,7.22e+19,21000,21000000000.0,4122256,21000,5001046,0
91461,145,5.58e+18,50000,13000000000.0,3066051,21000,4375789,0
260100,21,6.32e+18,45000,118600000000.0,669716,21000,5166462,0
3887666,25,9.98e+17,121000,51000000000.0,1011181,21000,4840628,0
219394,4,6.96e+18,21000,100000000000.0,137591,21000,4982290,0
1972,23,3.02e+17,105000,13000000000.0,834897,21000,5158253,0
1261602,22,5e+17,200000,51900000000.0,784812,21000,5908681,1
120360,2,9.87e+17,91000,54000000000.0,72204,21000,5320132,0
145,75,0.0,59173,10000000000.0,6219653,38610,6404558,1
21,54,5e+18,21000,38000000000.0,3433155,21000,5026657,0
1801485,162,2.41e+17,90000,180000000.0,5791636,21000,4393582,0
49458,184,2.45e+17,53000,6000000000.0,6959327,21000,5130332,0
2,155,7.82e+19,21000,20000000000.0,4487215,21000,4992849,0
52816,5,9.09e+18,150000,73500000000.0,160327,21000,4944039,0
0,69,1.25e+17,35000,10350000000.0,2699576,30981,8687564,0
1,106,1.9e+19,99217,14840000000.0,3625241,21000,5120100,0
17,59,5.05e+17,200000,16000000000.0,2076939,21000,5046359,0
57630,15,6.41e+17,90000,26300000000.0,598311,21000,4461660,0
4,17,1e+18,100000,13000000000.0,4090670,21000,5927037,1
7,82,2e+18,25200,20000000000.0,2633485,21000,4979714,0
0,61,6e+16,21000,150000000.0,4699106,21000,4421923,0
0,123,2.4e+17,21000,2600000000.0,6892127,21000,5153937,0
0,7,4.99e+18,250600,21000000000.0,504102,21000,4377895,1
0,180,1e+16,75000,10000000000.0,7074624,71413,6431226,1
4158,60,1000000000000000.0,21000,20000000000.0,2426349,21000,4997719,0
1,89,1.12e+16,21000,41000000000.0,3124644,21000,4914447,1
250094,164,5.12e+16,90000,19800000000.0,6134755,21000,4465002,0
2,75,2.95e+17,21000,23.0,7981515,21000,5112180,0
468315,68,5.25e+17,50000,32000000000.0,3072471,21000,5042244,0
252,150,500000000000000.0,30000,6000000000.0,4766282,21000,5160314,0
207,91,0.0,51283,9000000000.0,4454794,38610,6402468,1
0,4,1e+18,25200,99999997952.0,187335,21000,5135209,0
0,25,3.92e+16,21000,40000000000.0,1166523,21000,4982996,0
250200,128,1583550000000000.0,21000,2000000001.0,4700240,21000,5180184,0
3204458,105,1.94e+17,90000,20000000000.0,2969846,21000,4992080,0
371696,34,8.3e+19,30000,12600000000.0,1154953,21000,4372318,0
3432987,34,1.99e+17,90000,8781250000.0,1149022,21000,5081195,0
1368,22,2000000000000000.0,21000,1500000000.0,483000,21000,4460657,0
121,139,0.0,59173,11000000000.0,7568448,38610,6434741,1
1,23,7e+16,200000,21000000000.0,1158020,21000,4377896,1
34,39,0.0,50000,3000000000.0,7682980,21000,7656091,1
10,18,2e+18,25200,49331343360.0,834911,21000,5105526,0
391,137,5e+16,21000,8000000000.0,5240645,21000,5856590,0
175452,183,1.29e+17,90000,43000000000.0,7377536,21000,5134178,0
0,110,1e+18,21000,20000000000.0,3739299,21000,4936899,1
1,206,8750000000000000.0,21000,29000000000.0,6802952,21000,4843629,1
18,17,9.86e+16,21000,21780000000.0,378051,21000,4464974,0
68779,40,2.82e+17,42000,19200000000.0,1061467,21000,5122922,0
4,49,1.99e+18,21000,24000000000.0,2001022,21000,4841446,1
445076,0,9e+16,100000,91000000000.0,21000,21000,5345328,0
103,1,2e+18,120517,14000000000.0,102049,79419,6393477,1
140818,66,1e+17,50000,7500000000.0,2080264,21000,5248144,0
165586,30,1.33e+16,50000,15000000000.0,1125658,21000,5611773,1
188909,67,1.45e+16,21000,20000000000.0,3163197,21000,8685568,0
22,0,8e+17,21000,45000000000.0,21000,21000,4373532,0
8,40,2e+18,25200,51750000000.0,1271889,21000,5116266,0
0,66,1.04e+17,21000,40000000000.0,1946955,21000,4992597,0
282118,93,2.75e+16,21000,25000000000.0,2497778,21000,5668774,1
100435,57,1449000000000000.0,21000,15700000000.0,2328815,21000,5247108,0
3898010,73,9.12e+17,121000,51000000000.0,2832037,21000,4842187,0
23,149,1e+16,25200,14250000000.0,4893694,21000,5111661,0
343007,103,4e+17,90000,5000000000.0,4812482,21000,5135061,1
14,115,1.25e+19,21000,11000000000.0,5548944,21000,5166959,0
105387,14,5e+17,200000,20000000000.0,568359,21000,6279674,1
297038,209,4e+18,45000,111000000000.0,7513809,21000,5305725,0
2061,5,1e+18,25200,43968750000.0,128974,21000,5350037,0
195940,0,8.2e+17,45000,128000000000.0,21000,21000,4981897,0
3877951,130,8e+18,121000,51000000000.0,5561718,21000,4839015,0
27,137,1e+16,96882,8500000000.0,6948316,48653,6401406,1
3,31,0.0,51625,41000000000.0,1612929,51625,5647239,1
152158,45,5.06e+17,42000,13000000000.0,1824247,21000,5131384,0
22,108,1.34e+19,21000,10000000000.0,5601718,21000,4984692,0
1,46,6.79e+16,90000,77000000000.0,1276551,21000,4899903,0
8,87,4.91e+16,21000,6600000001.0,3158067,21000,4397887,0
1800883,145,2.84e+17,90000,150000000.0,5469946,21000,4393571,0
5,1,1.5e+18,21000,116000000000.0,42000,21000,5156495,0
40,79,2.61e+17,100000,160000000.0,5155734,21000,4440975,0
4,88,1e+19,35000,21200000000.0,2246099,30981,5036780,0
0,63,6.71e+16,35000,150000000.0,6704299,30981,4385817,0
12,23,2.32e+16,21000,23000000000.0,935507,21000,4983529,0
0,130,3.79e+17,21000,24000000000.0,3556903,21000,5036821,0
2641,65,1.01e+18,250000,6000000000.0,4067473,21000,5048346,0
0,178,2.45e+17,90000,4800000000.0,7731195,21000,5180949,0
0,34,1.99e+18,21000,12000000000.0,2032089,21000,5305962,0
2,19,3.4e+17,135546,51000000000.0,637185,34470,4840731,0
0,98,1.43e+18,21000,23000000000.0,4106524,21000,4983877,0
4,118,2e+17,21000,34000000000.0,3387372,21000,5082211,0
64134,80,1.03e+17,99000,27000000000.0,2789241,21000,5133663,0
0,48,1.91e+17,21000,31000000000.0,1647042,21000,5122163,0
14565,87,3847600000000000.0,90000,9100001337.0,4147004,21000,4386597,0
8,26,1e+16,96882,5000000000.0,1189104,48653,6357069,1
177916,123,1.3e+16,90000,4100000000.0,5115832,21000,5346194,0
9,2,2e+18,21000,130000000000.0,63000,21000,5041490,0
146,56,1e+17,21000,1100000000.0,7984131,21000,5339022,0
8,76,1e+19,21000,41000000000.0,1710711,21000,5307349,0
0,38,6e+17,25200,11960714240.0,1280534,21000,5498707,1
229219,68,457060000000000.0,90000,20609467870.0,6402467,21000,4370021,0
606614,42,8.34e+16,50000,500000000.0,903000,21000,4834642,0
19746,67,3.91e+16,44000,16000000000.0,2841910,21000,5313381,0
6,8,8853000000000000.0,21000,7000000000.0,189000,21000,4372013,0
0,15,5.05e+17,21000,24000000000.0,510154,21000,5067591,0
498,93,1.35e+17,90000,5500000000.0,2817873,21000,4392566,0
149360,35,9.99e+16,940000,1000000000.0,5716742,21000,4981048,0
833357,110,1.09e+17,100000,40000000000.0,6416533,21000,4983762,0
1,58,8360000000000000.0,21000,38000000000.0,1599004,21000,4787489,1
39,58,5000000000000000.0,21000,7000000000.0,2301218,21000,5164918,0
0,155,5e+17,21000,7000000000.0,5708739,21000,5984278,1
74267,33,1.29e+18,45000,51000000000.0,962582,21000,4845159,0
39,120,0.0,59173,7000000000.0,7703480,38610,6402740,1
3,138,240000000000000.0,21000,1500000000.0,7924845,21000,5159083,0
60,139,1.0,21000,7000000000.0,4474997,21000,5131624,0
0,70,1e+18,21000,8000000000.0,3352528,21000,4377960,1
652,72,1e+18,112441,55000000000.0,2110917,74048,6399030,1
6,26,4.97e+16,35000,10600000000.0,1000697,30981,5184799,0
1127,157,8.15e+18,160000,4000009999.0,6240947,21000,5036578,0
0,20,3e+18,21000,20000000000.0,481373,21000,5468835,1
2,194,1.76e+16,25200,8781250000.0,6822917,21000,5125489,0
248542,101,5.07e+16,90000,19800000000.0,3202120,21000,4464968,0
0,20,9783590000000000.0,21000,18000000000.0,783054,21000,5208673,0
171099,136,3e+16,90000,44000000000.0,7358001,21000,5122127,0
76896,70,9.7e+17,45000,51000000000.0,2746358,21000,4847741,0
337,26,1200000000000000.0,25200,12687500000.0,1066104,21000,5070371,0
3629732,22,1.01e+18,50000,5500000000.0,730283,21000,4392722,0
0,6,2.63e+17,90000,18000000000.0,169346,21000,5340061,0
301354,56,9.55e+16,30000,27000000000.0,1309354,21000,5344160,0
7119,111,36798000000000.0,21000,1000000001.0,6671516,21000,5114456,0
58,51,1.78e+18,25200,47843750000.0,1813271,21000,5135709,0
17472,33,5760000000000000.0,90000,19200000000.0,959565,21000,5033989,0
629,18,1.4e+18,21000,13000000000.0,703587,21000,4385618,0
4,23,2.35e+16,21000,23000000000.0,688776,21000,5869104,1
0,35,4.76e+16,90000,21000000000.0,1216363,21000,5002324,0
3772076,146,1e+18,50000,7500000000.0,6022138,21000,4455809,0
47100,13,4.89e+18,90000,28000000000.0,729366,21000,4389892,0
29,18,1.51e+17,21000,61000000000.0,739258,21000,4370277,0
14,20,4e+18,21000,43000000000.0,730634,21000,5112951,0
1,107,879800000000000.0,21000,200000000.0,7971778,21000,5316783,0
4733,30,1.5e+16,21000,31342000000.0,1234359,21000,5166724,0
1195487,111,6.98e+17,200000,51900000000.0,3495246,21000,5338483,0
3600,154,7.99e+16,21000,5500000000.0,5671736,21000,4391985,0
103,243,9680000000000000.0,21000,15000000000.0,6721887,21000,5024550,1
12954,101,5e+17,21000,1000000000.0,4836975,21000,5421666,1
110166,91,1.9e+17,21000,61000000000.0,3299460,21000,5133420,0
816398,1,1.06e+19,30000,105000000000.0,42000,21000,5225091,0
132,56,2e+18,25200,99999997952.0,1713091,21000,4904904,0
0,88,1e+16,75000,10000000000.0,7633381,71413,6431205,1
1,125,488281000000000.0,21000,1.0,5594486,21000,4404886,0
2,74,1.37e+17,200000,6000000000.0,7437337,71413,6366238,1
2,206,30636800000000.0,21000,1.0,5501436,21000,4396893,0
23,46,0.0,79542,20000000000.0,1741817,24771,6014816,0
17,192,2.5e+19,25200,60343750000.0,4911087,21000,4900598,0
18,39,2.01e+17,21000,61000000000.0,1091940,21000,5116776,0
3,41,1.65e+16,21000,20000000000.0,1776726,21000,4981838,0
143634,12,2e+16,42000,33000000000.0,419043,21000,5043530,0
451077,225,3.17e+17,90000,28000000000.0,6787017,21000,4901592,0
1662,106,2.92e+17,35000,13800000000.0,3783787,30981,8688094,0
169964,91,1.12e+17,90000,43000000000.0,3316462,21000,5117030,0
22,77,2.09e+17,108508,9500000000.0,2434398,71413,6383530,1
0,29,1.58e+18,21000,29000000000.0,1214984,21000,5128296,0
9816,26,3.04e+18,90000,150000000000.0,1864095,21000,4901993,0
659545,30,9.5e+16,30000,84800000000.0,759270,21000,4889365,0
84,38,3.36e+17,90000,144000000000.0,2369676,21004,4899866,0
222536,7,3e+18,45000,128000000000.0,246628,21000,5040962,0
0,48,4.9e+16,25200,5687500000.0,1699042,21000,5335170,0
2,119,2.28e+17,21000,9562500000.0,7082701,21000,5152676,0
219705,53,8.71e+16,30000,114000000000.0,1755351,21000,4891163,0
1,91,2e+18,42000,36000000000.0,2359002,21000,4996181,0
38,131,7.43e+16,21000,18000000000.0,7036319,21000,5932917,1
1,66,1.83e+16,21000,40000000000.0,2129752,21000,4979200,0
0,78,5.75e+17,21000,30000000000.0,3450901,21000,5240397,1
1,112,5.21e+18,21000,7000000000.0,4098992,21000,5132645,0
31,10,0.0,64551,15000000000.0,488864,44551,6363169,1
0,96,3.02e+17,90000,20000000000.0,3309438,21000,4984453,0
260974,46,1.05e+18,30000,40000000000.0,1431577,21000,4980482,0
307,145,1e+19,25200,54000000000.0,4251681,21000,4906550,0
142,65,1e+17,119382,8500000000.0,3252626,63653,6386840,1
